,input_speed,input_torque,voltage,output_speed,output_torque,temp
0,-6.33,0.05,"+3.82787251E-05
",6.79862,0.0507812,19.0
1,-6.33,0.05,"+3.86519939E-05
",5.86596,0.0429688,19.0
2,-12.66,0.05,"+5.39186880E-05
",12.3946,0.0273438,19.0
3,-12.66,0.05,"+5.38440342E-05
",12.051,0.0390625,19.0
4,-18.990000000000002,0.05,"+7.05291497E-05
",20.9113,0.0390625,19.0
5,-18.990000000000002,0.05,"+6.70577498E-05
",17.9906,0.0429688,19.0
6,-25.32,0.05,"+8.25857320E-05
",23.5865,0.0429688,19.0
7,-25.32,0.05,"+8.17645406E-05
",23.0957,0.0429688,19.0
8,-31.65,0.05,"+1.01062538E-04
",33.2568,0.0390625,19.0
9,-31.65,0.05,"+9.94948087E-05
",29.747,0.0429688,19.0
10,-37.98,0.05,"+1.19613997E-04
",40.6935,0.0390625,19.0
11,-37.98,0.05,"+1.15246752E-04
",36.5702,0.0390625,19.0
12,-44.31,0.05,"+1.34358115E-04
",45.5041,0.0390625,19.0
13,-44.31,0.05,"+1.34320788E-04
",45.185,0.0234375,19.0
14,-50.64,0.05,"+1.51752441E-04
",53.7508,0.0273438,19.0
15,-50.64,0.05,"+1.44137758E-04
",49.5538,0.0546875,19.0
16,-56.97,0.05,"+1.59553759E-04
",54.8062,0.0546875,19.0
17,-56.97,0.05,"+1.65302099E-04
",52.9409,0.0429688,19.0
18,-63.3,0.05,"+1.80531466E-04
",68.0844,0.0351562,19.0
19,-63.3,0.05,"+1.75268376E-04
",63.691,0.0351562,19.0
20,-69.63,0.05,"+2.04681957E-04
",76.3311,0.0351562,19.0
21,-69.63,0.05,"+2.02628979E-04
",69.5079,0.0117188,19.0
22,-75.96,0.05,"+2.18754191E-04
",76.8465,0.0390625,19.0
23,-75.96,0.05,"+2.12557929E-04
",71.8396,0.0234375,20.0
24,-82.29,0.05,"+2.27488681E-04
",82.2707,0.0507812,20.0
25,-82.29,0.05,"+2.35625941E-04
",86.0749,0.0546875,20.0
26,-88.62,0.05,"+2.40366455E-04
",87.3512,0.0507812,19.0
27,-88.62,0.05,"+2.48354407E-04
",84.2096,0.0507812,20.0
28,-94.95,0.05,"+2.68622903E-04
",103.648,0.0117188,20.0
29,-94.95,0.05,"+2.68100327E-04
",89.0202,0.0195312,19.0
30,-101.28,0.05,"+2.94527758E-04
",112.509,0.0234375,20.0
31,-101.28,0.05,"+2.89003380E-04
",106.152,0.0234375,19.0
32,-107.61,0.05,"+2.90421801E-04
",101.857,0.0273438,20.0
33,-107.61,0.05,"+2.99156291E-04
",108.852,0.0390625,20.0
34,-113.94,0.05,"+3.12370007E-04
",110.128,0.00390625,20.0
35,-113.94,0.05,"+3.06957609E-04
",111.674,0.0546875,20.0
36,-120.27,0.05,"+3.23045495E-04
",118.227,0.0546875,20.0
37,-120.27,0.05,"+3.34467520E-04
",119.626,0.0351562,20.0
38,-126.6,0.05,"+3.47755889E-04
",121.762,0.0234375,20.0
39,-126.6,0.05,"+3.39693283E-04
",115.92,0.0859375,20.0
40,-132.93,0.05,"+3.62723968E-04
",127.726,0.0429688,20.0
41,-132.93,0.05,"+3.78625219E-04
",132.364,0.0703125,20.0
42,-139.26000000000002,0.05,"+3.71458458E-04
",136.709,0.0507812,20.0
43,-139.26000000000002,0.05,"+3.96168853E-04
",141.617,0.0429688,20.0
44,-145.59,0.05,"+3.87695651E-04
",142.452,0.121094,20.0
45,-145.59,0.05,"+4.02701057E-04
",152.515,0.00390625,20.0
46,-151.92000000000002,0.05,"+4.04567401E-04
",147.827,0.0703125,20.0
47,-151.92000000000002,0.05,"+4.27448779E-04
",153.987,0.101562,20.0
48,-158.25000000000003,0.05,"+4.46672122E-04
",156.295,0.0390625,20.0
49,-158.25000000000003,0.05,"+4.72800938E-04
",172.371,0.0664062,20.0
50,-164.58,0.05,"+4.80005026E-04
",175.095,0.0507812,20.0
51,-164.58,0.05,"+4.49844907E-04
",168.493,0.0429688,20.0
52,-170.91000000000003,0.05,"+4.62610700E-04
",155.092,0.0507812,20.0
53,-170.91000000000003,0.05,"+4.92360223E-04
",193.503,0.0820312,20.0
54,-177.24,0.05,"+4.90381899E-04
",175.856,-0.0820312,20.0
55,-177.24,0.05,"+4.77504125E-04
",172.076,-0.0351562,20.0
56,-183.57000000000002,0.05,"+4.92098935E-04
",178.212,-0.0273438,20.0
57,-183.57000000000002,0.05,"+5.07253649E-04
",195.785,0.09375,20.0
58,-189.9,0.05,"+4.96839449E-04
",177.746,0.0234375,20.0
59,-189.9,0.05,"+5.16436061E-04
",185.207,0.0390625,20.0
60,-196.23000000000002,0.05,"+5.34091676E-04
",209.702,-0.00390625,20.0
61,-196.23000000000002,0.05,"+5.07738898E-04
",179.341,0.09375,20.0
62,-202.56,0.05,"+5.28343336E-04
",210.193,0.0195312,20.0
63,-202.56,0.05,"+5.32598600E-04
",218.194,-0.0117188,20.0
64,-208.89000000000001,0.05,"+5.40959821E-04
",193.061,0.117188,20.0
65,-208.89000000000001,0.05,"+5.30433641E-04
",216.181,0.0351562,20.0
66,-215.22000000000003,0.05,"+5.36181981E-04
",208.426,-0.0273438,20.0
67,-215.22000000000003,0.05,"+5.33345138E-04
",216.108,-0.00390625,20.0
68,-221.55,0.05,"+5.30732256E-04
",208.008,0.0507812,20.0
69,-221.55,0.05,"+5.32934542E-04
",204.916,0.0351562,20.0
70,-227.88000000000002,0.05,"+5.31665428E-04
",219.593,-0.0546875,20.0
71,-227.88000000000002,0.05,"+5.35547424E-04
",217.359,0.140625,20.0
72,-234.21,0.05,"+5.29612450E-04
",219.716,0.105469,20.0
73,-234.21,0.05,"+5.33942368E-04
",210.855,0.105469,20.0
74,-240.54000000000002,0.05,"+5.26738280E-04
",218.538,0.0390625,20.0
75,-240.54000000000002,0.05,"+5.25207878E-04
",211.862,-0.0273438,20.0
76,-6.33,0.1,"+5.71287997E-05
",5.76778,0.09375,20.0
77,-6.33,0.1,"+6.07121802E-05
",6.60227,0.0898438,20.0
78,-12.66,0.1,"+8.64304007E-05
",12.8118,0.0820312,20.0
79,-12.66,0.1,"+8.65050544E-05
",12.9836,0.105469,20.0
80,-18.990000000000002,0.1,"+1.12932486E-04
",19.7823,0.0898438,20.0
81,-18.990000000000002,0.1,"+1.14313580E-04
",18.8496,0.0898438,20.0
82,-25.32,0.1,"+1.41674183E-04
",25.2555,0.101562,20.0
83,-25.32,0.1,"+1.41375568E-04
",25.4764,0.0898438,20.0
84,-31.65,0.1,"+1.69520036E-04
",29.1825,0.101562,20.0
85,-31.65,0.1,"+1.78142545E-04
",33.9195,0.09375,20.0
86,-37.98,0.1,"+1.95723506E-04
",37.7237,0.0859375,20.0
87,-37.98,0.1,"+1.97216581E-04
",37.9692,0.0898438,20.0
88,-44.31,0.1,"+2.35849902E-04
",45.7741,0.0859375,20.0
89,-44.31,0.1,"+2.35663268E-04
",47.4431,0.0820312,20.0
90,-50.64,0.1,"+2.57947415E-04
",50.6092,0.101562,20.0
91,-50.64,0.1,"+2.61493469E-04
",53.5545,0.105469,20.0
92,-56.97,0.1,"+2.90608436E-04
",58.7577,0.09375,20.0
93,-56.97,0.1,"+2.83068406E-04
",55.5916,0.09375,20.0
94,-63.3,0.1,"+3.23045495E-04
",66.5381,0.0820312,20.0
95,-63.3,0.1,"+3.17446463E-04
",63.5192,0.0664062,20.0
96,-69.63,0.1,"+3.47606582E-04
",70.4406,0.0742188,20.0
97,-69.63,0.1,"+3.41111705E-04
",70.7105,0.09375,20.0
98,-75.96,0.1,"+3.76012338E-04
",77.7791,0.0898438,20.0
99,-75.96,0.1,"+3.73474110E-04
",74.0239,0.121094,20.0
100,-82.29,0.1,"+4.16623983E-04
",88.4066,0.0859375,20.0
101,-82.29,0.1,"+4.08561377E-04
",83.4242,0.0898438,20.0
102,-88.62,0.1,"+4.38870804E-04
",90.2474,0.0742188,20.0
103,-88.62,0.1,"+4.39542688E-04
",91.6218,0.0742188,20.0
104,-94.95,0.1,"+4.65522196E-04
",97.0951,0.0742188,20.0
105,-94.95,0.1,"+4.68732308E-04
",95.8188,0.09375,20.0
106,-101.28,0.1,"+5.18003790E-04
",110.938,0.0742188,20.0
107,-101.28,0.1,"+5.02027885E-04
",102.568,0.0742188,20.0
108,-107.61,0.1,"+5.32897215E-04
",107.109,0.0429688,20.0
109,-107.61,0.1,"+5.39168131E-04
",113.466,0.0742188,20.0
110,-113.94,0.1,"+5.43833991E-04
",116.632,0.09375,20.0
111,-113.94,0.1,"+5.69328250E-04
",112.901,0.0429688,20.0
112,-120.27,0.1,"+5.72239747E-04
",115.086,0.0664062,20.0
113,-120.27,0.1,"+6.02810462E-04
",120.878,0.0898438,20.0
114,-126.6,0.1,"+6.19308943E-04
",129.591,0.0664062,20.0
115,-126.6,0.1,"+6.28901951E-04
",130.008,0.0898438,20.0
116,-132.93,0.1,"+6.80637007E-04
",151.116,0.175781,20.0
117,-132.93,0.1,"+6.76531051E-04
",137.641,0.0742188,20.0
118,-139.26000000000002,0.1,"+6.59211378E-04
",133.15,0.117188,20.0
119,-139.26000000000002,0.1,"+6.95455779E-04
",143.581,0.222656,20.0
120,-145.59,0.1,"+6.87729115E-04
",148.514,0.109375,20.0
121,-145.59,0.1,"+6.87243865E-04
",132.364,0.136719,20.0
122,-151.92000000000002,0.1,"+7.67907253E-04
",153.742,0.109375,21.0
123,-151.92000000000002,0.1,"+7.65257045E-04
",153.57,0.203125,20.0
124,-158.25000000000003,0.1,"+7.80971661E-04
",166.161,0.136719,21.0
125,-158.25000000000003,0.1,"+7.53200463E-04
",145.716,0.1875,21.0
126,-164.58,0.1,"+7.82614044E-04
",162.308,0.121094,21.0
127,-164.58,0.1,"+7.82987313E-04
",166.873,0.101562,21.0
128,-170.91000000000003,0.1,"+8.50959562E-04
",171.021,0.0664062,21.0
129,-170.91000000000003,0.1,"+8.20015578E-04
",159.387,-0.0390625,21.0
130,-177.24,0.1,"+8.68167254E-04
",185.453,0.0585938,21.0
131,-177.24,0.1,"+8.75856591E-04
",173.23,0.0664062,21.0
132,-183.57000000000002,0.1,"+8.88286442E-04
",178.482,0.101562,21.0
133,-183.57000000000002,0.1,"+8.76304514E-04
",187.514,0.132812,21.0
134,-189.9,0.1,"+9.40208133E-04
",200.252,0.0273438,21.0
135,-189.9,0.1,"+8.81791565E-04
",197.332,0.0585938,21.0
136,-196.23000000000002,0.1,"+9.29420664E-04
",193.159,0.0898438,21.0
137,-196.23000000000002,0.1,"+7.67123389E-04
",201.553,0.0585938,21.0
138,-202.56,0.1,"+6.82839293E-04
",215.126,0.121094,21.0
139,-202.56,0.1,"+7.11692972E-04
",207.517,0.214844,21.0
140,-208.89000000000001,0.1,"+9.46105780E-04
",209.653,-0.0546875,21.0
141,-208.89000000000001,0.1,"+9.52003427E-04
",183.735,0.0351562,21.0
142,-215.22000000000003,0.1,"+7.23488266E-04
",206.315,0.238281,21.0
143,-215.22000000000003,0.1,"+7.19680924E-04
",197.307,0.140625,21.0
144,-221.55,0.1,"+7.69549636E-04
",209.898,0.1875,21.0
145,-221.55,0.1,"+6.71379941E-04
",222.661,0.0742188,21.0
146,-227.88000000000002,0.1,"+6.68431118E-04
",214.856,0.117188,21.0
147,-227.88000000000002,0.1,"+6.64101199E-04
",221.777,0.0898438,21.0
148,-234.21,0.1,"+6.66490120E-04
",207.91,0.0234375,21.0
149,-234.21,0.1,"+6.65743582E-04
",222.342,-0.105469,21.0
150,-240.54000000000002,0.1,"+6.60592473E-04
",213.629,0.0390625,21.0
151,-240.54000000000002,0.1,"+6.65594275E-04
",210.831,-0.0273438,21.0
152,-6.33,0.15000000000000002,"+8.17272137E-05
",6.92134,0.140625,21.0
